id,username,title,category,topic,description,link,userid
5620493,user08,Contract Free on AT&T,Offbeat,Odd Stuff,"Gizmodo is running an article about complete contract free bundles on AT&T. Any usual 2-year bundle is applicable, as long as you pay for the phone. If true, it's awesomely awesome news.",http://www.venganza.org/materials/brochures,8
5618262,user08,"Recycle or go to Hell, warns Vatican -- part III",Technology,Apple,"Wow! Hell approaches fast ... read this! Failing to recycle plastic bags could find you spending eternity in Hell, the Vatican said after drawing up a list of seven deadly sins for our times.  The seven, which include polluting the environment, were announced by Monsignor Gianfranco Girotti, a close ally of the Pope and the head of the Apostolic Penitentiary...",http://www.newsweek.com/id/120052/output/print,8
5618201,user08,"Microsoft, The Jekyll And Hyde Of Companies",Lifestyle,Arts & Culture,"Mix Conference in Las Vegas. The event is Microsoft’s web focused get together where they talk coding and development with mostly white, geek guys (the only women seemed to be the Microsoft/ events staff), then there’s the occasional press person thrown in for good measure.",http://i32.tinypic.com/1z1a2ko.jpg,8
5617998,user08,"Obama: """"I Am NOT Running for Vice President""""",World & Business,US Elections 2008,"Senator Barack Obama implored voters here today to discount the political chatter about him joining the Democratic presidential ticket with Senator Hillary Rodham Clinton, declaring: “I don’t know how somebody who’s in second place can offer the vice presidency to someone who’s in first place.”",http://www.youtube.com/watch?v=Rtal0bsnJTQ,8
5622802,user09,House Democrats Defy White House on Spying Program,World & Business,Political News,"Defying White House demands to pass a surveillance measure to expand domestic spy powers and provide legal immunity for companies that assisted the government with warrantless eavesdropping, House Democrats are drafting a new proposal that refuses to grant immunity.",http://online.wsj.com/article/SB120518585020725291.html?mod=rss_whats_news_us,9
5609833,user09,NSA's Domestic Spying Grows As Agency Sweeps Up Data,World & Business,World News,"The spy agency now monitors huge volumes of records of domestic emails and Internet searches as well as bank transfers, credit-card transactions, travel and telephone records. The NSA receives this so-called ""transactional"" data from other agencies or private companies.",http://online.wsj.com/article/SB120511973377523845.html?mod=hps_us_whats_news,9
5608052,user09,Contract Free on AT&T,Offbeat,Odd Stuff,"Gizmodo is running an article about complete contract free bundles on AT&T. Any usual 2-year bundle is applicable, as long as you pay for the phone. If true, it's awesomely awesome news.",http://www.youtube.com/watch?v=6D1wRX6B-c4&feature=related,9
5607863,user09,Lack Of Democracy on Digg and Wikipedia?,World & Business,Business & Finance,Predictions Revised As Prices Stay High; A Call for $200 Oil.,http://online.wsj.com/article/SB120510526869623113.html?mod=hps_us_whats_news,9
5595841,user09,"Recycle or go to Hell, warns Vatican --- part IV",Science,General Sciences,"And yet one more .... Failing to recycle plastic bags could find you spending eternity in Hell, the Vatican said after drawing up a list of seven deadly sins for our times.  The seven, which include polluting the environment, were announced by Monsignor Gianfranco Girotti, a close ally of the Pope and the head of the Apostolic Penitentiary...",http://www.youtube.com/watch?v=PMHB4_tSOf0,9
5621623,user10,Contract Free on AT&T,Offbeat,Odd Stuff,"Gizmodo is running an article about complete contract free bundles on AT&T. Any usual 2-year bundle is applicable, as long as you pay for the phone. If true, it's awesomely awesome news.",http://you-are-beautiful.com/youarebeautiful/page/4,10
5617459,user10,Robotic drumstick keeps novices on the beat,Offbeat,Odd Stuff,"A machine that controls a novice's drumstick to help them learn how to play could be the first of a string of robotic musical teachers. The device has also been found to cut the time it takes to pick up new rhythms, according to a study.",http://www.breitbart.tv/?p=59834,10
5611165,user10,Lack Of Democracy on Digg and Wikipedia?,Technology,Tech Industry News,"The Loop: Can You Digg It?Kevin, Chris Wilson and David Ewalt discuss the lack of web democracy on sites like Digg and Wikipedia.",http://www.g4tv.com/attackoftheshow/videos/20493/The_Loop_Can_You_Digg_It.html,10
5604438,user10,Archaeologists Unveil Finds in Rome Digs,World & Business,World News,"A sixth-century copper factory, medieval kitchens still stocked with pots and pans, and remains of Renaissance palaces are among the finds unveiled Friday by archaeologists digging up Rome in preparation for a new subway line.",http://news.aol.com/story/_a/archaeologists-unveil-finds-in-rome-digs/20080308111109990001,10
5522983,user10,Smoking Monkey[flash],Offbeat,Odd Stuff,This monkey amused me.,http://www.folloder.com/pix/clips/smokingmonkey.swf,10
