id,username,title,category,topic,description,link,userid
5655026,dvallone,"The Clinton campaign has offically lost it. No, really.",World & Business,US Elections 2008,"Having already fallen off the deep end, the Clinton campaign has now completely fallen off the planet.  Today's PR now claims that Obama is in a downward spiral after having blown them out of Mississippi by 21 points, and the only way to salvage his failing campaign is with a huge win in PA.  I recommend drinking heavily before reading this PR.",http://thepage.time.com/clinton-memo-on-pennsylvania/,10
5601554,dvallone,Hillary Clinton ""Experience"" Exposed as Exaggerations,World & Business,Political News,"First it was the claim that she helped broker peace in Northern Ireland. Then it was the claim that she helped open Kosovo's borders. Now, the latest Hillary Clinton ""experience"" claim to be debunked is her statement that she helped pass the Family and Medical Leave Act. That bill passed congress before Bill Clinton even took office.",http://www.dailykos.com/story/2008/3/9/111930/6389/50/472849?d=1,10
5601509,dvallone,Hillary Clinton,World & Business,Political News,"First it was the claim that she helped broker peace in Northern Ireland.  Then it was the claim that she helped open Kosovo's borders.  Now, the latest Hillary Clinton ""experience"" claim to be debunked is her statement that she helped pass the Family and Medical Leave Act. That bill passed congress before Bill Clinton even took office.",http://www.dailykos.com/story/2008/3/9/111930/6389/50/472849,10
5552659,dvallone,"NAFTA-gate started with Clinton, not Obama",World & Business,Political News,The facts are coming out and it turns out the Clinton campaign called the Canadian embassy and told them to take her NAFTA comments ""with a grain of salt"". Is Hillary Clinton a hypocrite?,http://www.theglobeandmail.com/servlet/story/RTGAM.20080305.wharpleak0305/BNStory/National/home?f=1,10
5548271,dvallone,"The Clinton Victory Plan: Capture, Desaturate, Darken, Widen",World & Business,US Elections 2008,The Clinton Plan.  Because distorting Obama's record just isn't enough...,http://s138.photobucket.com/albums/q256/cartwrightdale/?action=view&current=Clinton_Plan.jpg,10
5669769,skored,"U.S. Has Slid Into Recession, Economist Survey Says",World & Business,Business & Finance,"The U.S. has finally slid into recession, according to the majority of economists in the latest Wall Street Journal economic-forecasting survey, a view that was reinforced by new data showing a sharp drop in retail sales last month...",http://online.wsj.com/article/SB120534519452630845.html,11
5668418,skored,Chrysler to shut down all operations for 2 weeks in July,Lifestyle,Autos,"Chrysler plans to shut down the entire company for two weeks this summer as a cost-saving move.  It's common for automakers to shut down plants in July, but this also would affect salaried workers....",http://www.wlns.com/Global/story.asp?S=8011111&nav=0RbQ,11
5655380,skored,Suspects In Sean Taylor's Murder Burned Evidence,Sports,American & Canadian Football,The man suspected of pulling the trigger in the murder of Washington Redskins' star Sean Taylor in his South Florida home reportedly told investigators after the shooting they burned their clothes in an effort to cover up the crime.,http://cbs4.com/local/sean.taylor.suspect.2.675824.html,11
5653957,skored,How to Save Your Career When Your Industry Declines,World & Business,Business & Finance,"The ""who, what, how, where and why"" of making a career change....",http://www.employaid.com/articles/articles.asp?ID=114,11
5636096,skored,The Colors of Carnival: Brazil,Lifestyle,Travel & Places,"""Today we are featuring colors from the location home to the largest and most elaborate celebration, Brazil.  The colors of the Carnival festival season have been brightening up the streets of cities across the world, maybe since Pre-Christian times.""",http://www.colourlovers.com/blog/2008/03/11/the-colors-of-carnival-brazil/,11
5668223,nikhils,Indiana Jones: 15 Fun Facts,Entertainment,Movies,"Think you know a lot about the Indy-verse? We've excavated these nuggets from the past 27 years and three movies, ranging from surface details to the truly dark secrets","http://www.ew.com/ew/article/0,,20183746,00.html",12
5668188,nikhils,Multiple Suns in Russian skies.,Offbeat,Odd Stuff,"Again a phenomena of multiple suns has appeared in Russian skies.It’s not something unique, it happened before and it looks really nice.There is also a video down there.",http://englishrussia.com/?p=1809#more-1809,12
5668112,nikhils,10 Jewish Messiah Moments,Offbeat,People,Messiah comes from the Hebrew word for “anointed.” (It’s pronounced ma-shee-ach in that ancient tongue.),http://www.mentalfloss.com/blogs/archives/13058,12
5667965,nikhils,The 20 Best Movies for Kids,Entertainment,Movies,Photo Gallery,"http://www.ew.com/ew/gallery/0,,20183808,00.html",12
5667837,nikhils,Madagascar: The Crate Escape Movie Trailer,Entertainment,Movies,A teaser trailer for Madagascar: The Crate Escape premiered on the DVD release of The Bee Movie,http://www.slashfilm.com/2008/03/13/madagascar-the-crate-escape-movie-trailer/,12
5659875,johnnystars,Speed Climbing,Sports,Other Sports,This sport looks like Mad Max meets Monty Python.,http://www.ebaumsworld.com/video/watch/244451/,13
5650706,johnnystars,11 Greatest Basketball Commercials Ever Made,Sports,Basketball,"Be like Mike, Larry, Magic, Barkley and Yao (not to mention Mars Blackmon) -- at least just when watching these commercials.",http://www.aolvideoblog.com/2008/03/11/greatest-basketball-commercials-ever-made-no-11/,13
5621248,johnnystars,Funerals To Die For,Lifestyle,Arts & Culture,The 'Baby Boomer' generation -- never being one to miss an opportunity to overindulge -- has taken funerals (as in their own) to tacky heights formerly seen only at the deaths of the very wealthy and certain fallen gangsters.,http://www.aolvideoblog.com/2008/02/27/funerals-baby-boomer-style/,13
5613936,johnnystars,Exercise Goes Painfully Wrong,Offbeat,Comedy,This personal trainer demonstrates how exercise is done -- while almost taking this guy's head off in the process -- using a bouncy rubber medicine ball.,http://www.aolvideoblog.com/2008/03/10/exercise-gone-wrong/,13
5580822,johnnystars,150 Women Race in High Heels,Lifestyle,Arts & Culture,150 Women ran in the 100-meter-long Stiletto Run 2008 down one of Amsterdam's most famous streets.,http://www.aolvideoblog.com/2008/03/07/start-your-high-heeled-engines/,13
5668414,clc101,Pot Noodle Spoofs Guiness WITH Tipping Pot Video.,Offbeat,Odd Stuff,Great hilarious commercial that Spoofs the famous Guiness Commercial,http://dropkickmonkey.com/2008/03/13/akqa-spoofs-guiness-with-tipping-pot-video/,14
5643622,clc101,"LaDanian Tomlinson, Adrian Peterson, Steve Nash, In new Nike",Sports,American & Canadian Football,"Check out these amazing out these amazing new ads for Nike..Stacey Wall was the director on these and he is one of the best .As always i digg for the love of this work..Its the biz that i work in. I feel good commercials are like little short films.. So if you like it digg it , if not thats cool too.. Im just happy you checked it out!Cheers",http://dropkickmonkey.com/2008/03/12/stacey-wall-and-weidenkenedy-launch-nikes-sparq/,14
5626439,clc101,3 crazy monkey commercials from Sweden.,Offbeat,Pets & Animals,Great new tv ad capaign for a supplement stariing Monkeys!!Remeber i am a lover of great TV commercials... So digg if you enjoy them.,http://dropkickmonkey.com/2008/03/11/3-crazy-monkey-commercials-from-sweden/,14
5561791,clc101,They are all hot!,Offbeat,Odd Stuff,Hilarious commercial from Beunos Aires.,http://dropkickmonkey.com/2008/03/06/they-are-all-hot/,14
5542104,clc101,Stink Films comes correct with 3 Adidas Original Films,Lifestyle,Arts & Culture,# great new short films for Adidas.,http://dropkickmonkey.com/2008/03/05/stink-films-comes-correct-with-3-adidas-originals/,14
5667916,nahsrocketeer75,Like delivering pizza isn't a crappy enough job,Offbeat,Odd Stuff,"Police in New Bedford, Mass. say 8 pizza and Chinese food delivery people have been robbed at knifepoint in just the past month. ... Tip well, people, tip well.",http://wbztv.com/local/new.bedford.robberies.2.676387.html,15
5664939,nahsrocketeer75,Coast Guard loses a few flares and ...,Offbeat,Odd Stuff,Good thing this didn't happen in the middle of tourist season or Massachusetts' worrywart public safety officials would have evacuated all of Cape Cod.,http://www.boston.com/news/local/breaking_news/2008/03/by_daniel_peles.html,15
5653442,nahsrocketeer75,Can women parallel park on Mars?,Science,Space,"From NASA: ""Little noticed by the general public, February 23rd was a special day in space exploration. For the first time in history, an all-woman team of scientists and engineers guided a major NASA mission—the Mars Exploration Rovers."" ... Insert sexist fender-bender joke here.",http://science.nasa.gov/headlines/y2008/12mar_spiritday.htm?list130087,15
5632986,nahsrocketeer75,Spitzer to resign,World & Business,Political News,"Aides tell Times he's quitting, although timing unclear.",http://www.nytimes.com/2008/03/11/nyregion/11cnd-spitzer.html?_r=1&hp&oref=slogin,15
5632414,nahsrocketeer75,"Medical records lost, then sold for $20 as scrap paper",Lifestyle,Health,"Who needs hacking or phishing skills to commit identity theft when paper-based medical records wind up for sale as scrap paper? A Utah teacher looking for cheap paper for her class instead bought the complete records of 28 Florida hospital patients … one of whom, by the way, has a daughter who is an attorney.",http://www.networkworld.com/community/node/25878,15
5666611,adrian67,Swarms of mini-robots to go where humans fear to tread,Technology,Tech Industry News,The Terminator introduced us to the concept of self-healing robots that could think for themselves. But that was science fiction. In real life the robots will still think for themselves – and come in swarms.,http://technology.timesonline.co.uk/tol/news/tech_and_web/article3542405.ece,16
5666512,adrian67,BBC stops DRM-free loophole,Technology,Tech Industry News,The BBC has released a 'fix' for the iPlayer that stops the 'unrestricted downloading' of streamed TV programmes. It prevents the workaround that allowed people to download programmes DRM free.,http://www.tech.co.uk/computing/internet-and-broadband/news/bbc-stops-drm-free-loophole?articleid=953240091,16
5666417,adrian67,Terry Pratchett attacks the NHS over Alzheimer's policy,Entertainment,Celebrity,"The novelist Terry Pratchett has attacked the NHS for its decision to deny an Alzheimer's drug to hundreds of sufferers like him, as he spoke about his battle with the illness.",http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2008/03/13/npratchett213.xml,16
5656393,adrian67,Prostitution in a wired world,Technology,Tech Industry News,How technology has changed the world’s oldest profession,http://www.msnbc.msn.com/id/23580983/,16
5656374,adrian67,Ants riddled with cheating and corruption,Science,General Sciences,"Although ants are noted for their communal cooperation, the ranks of ant royalty are actually riddled with cheating and corruption, a new study finds.",http://www.msnbc.msn.com/id/23595210/,16
5654748,openthink,Spectacular Pics Of (Soon To Melt) Glacier Nat'l Park,Science,General Sciences,"Some scientists project this nat't park may lose all its glaciers by 2035. In 1910 there were 150 glaciers; today there are 30; in 25-30 years, possibly none. These pics are beautiful, reflecting the park today; & even without glaciers (something obviously undesirable), the park will remain a haven for wildlife...",http://ngm.nationalgeographic.com/ngm/0709/glacier-waterton/melford-photography.html,17
5647685,openthink,Governor Spitzer To Resign,World & Business,Political News,Spitzer informing top NY officials. Support on all fronts cratering: ""Marist College poll released late Tuesday found 70 percent of New Yorkers polled feel Spitzer should resign and 66 percent feel he should be impeached and removed from office if he doesn't."",http://www.1010wins.com/Spitzer-Notifying-Top-Officials/1809925,17
5639542,openthink,"Haunting Pics,Deceased US Soldiers Returning Home[Pulitzers]",World & Business,World News,"[DISREGARD PREVIOUS POST ON THIS--CONTAINED WRONG LINK]Pulitzer Prize winning pics (2006) for photographer's ""haunting, behind-the-scenes look at funerals for Colorado Marines who return from Iraq in caskets."" Heart breaking, moving stuff--from Rocky Mtn News photog, putting very human & specific faces on costs of war.",http://www.pulitzer.org/year/2006/feature-photography/works/,17
5638243,openthink,"Haunting Pics,Deceased US Soldiers Returning Home[Pulitzers]",World & Business,World News,"Pulitzer Prize winning pics (2006) for photographer's ""haunting, behind-the-scenes look at funerals for Colorado Marines who return from Iraq in caskets.""  Heart breaking, moving stuff--from Rocky Mtn News photog, putting very human & specific faces on costs of war.",http://www.pulitzer.org/index.html,17
5615211,openthink,"A New ""Art."" Surreal, Pioneering, Beautiful Pics Of Plants",Science,General Sciences,"Extreme B&W close-ups by pioneering photog, Karl Blossfeldt. ""Early 20th century, magnified photos of plant life revealed surreal, even Art Noveau forms.""",http://www.masters-of-photography.com/B/blossfeldt/blossfeldt_monkshood_full.html,17
5665066,amipress,National Cultural Profiles | Telegraph,World & Business,World News,"National Cultural Profiles are your guide to the thinking patterns of all the world's major cultures. The resource is taken from the CultureActive cultural web programme, which is used by corporations, governments and non-government organisations.",http://www.telegraph.co.uk/global/main.jhtml?xml=/global/features/cuexpat.xml,18
5665000,amipress,The good life is an affair of Hart - Telegraph,World & Business,World News,Everyone seeks the best quality of life and researchers today pinpoint the place to find it - the tranquil Hampshire district of Hart.,http://www.telegraph.co.uk/global/main.jhtml?xml=/global/2008/03/12/noindex/nhart112.xml&amp%3BCMP=EMC-expat2008,18
5664990,amipress,UK Tax rise on middle class 'highest in the West' - Telegrap,World & Business,World News,"Middle-class families are paying an extra £1,250 a year after suffering the sharpest rise in their tax bill of any leading Western country over the past five years, figures show.",http://www.telegraph.co.uk/global/main.jhtml?xml=/global/2008/03/12/noindex/ntax112.xml&amp%3BCMP=EMC-expat2008,18
5656804,amipress,Nerve-tapping neckband allows 'telepathic' chat,Science,General Sciences,A neckband that translates thought into speech by picking up nerve signals has been used to demonstrate a ""voiceless"" phone call for the first time. With careful training a person can send nerve signals to their vocal cords without making a sound. These signals are picked up by the neckband and relayed wirelessly to a computer that converts them in,http://technology.newscientist.com/channel/tech/dn13449-nervetapping-neckband-allows-telepathic-chat.html,18
5656558,amipress,What Gandhi Can Teach You About a Happy Workplace,World & Business,World News,So many of Gandhi’s teachings and life stories can be applied to our own lives and can help us find meaning and strength. Gandhi endured a lot of hardships and if we study those hardships we can derive the same truth from them that he did...,http://thedailymind.com/mindful-work/an-eye-for-an-eye-what-gandhi-can-teach-you-about-a-happy-workplace/,18
5658195,cosmikdebris,Senior Israeli politician banned from UK,World & Business,Political News,"Britain has banned a senior member of Israel’s right-wing Likud opposition party from entering the country on the grounds that comments he has made could inspire hatred, violence or even terrorism.",http://www.timesonline.co.uk/tol/news/world/middle_east/article3531919.ece,19
5654095,cosmikdebris,Astronomers find grains of sand around distant stars,Science,Space,"In a find that sheds light on how Earth-like planets may form, astronomers this week reported finding the first evidence of small, sandy particles orbiting a newborn solar system at about the same distance as the Earth orbits the sun.",http://www.media.rice.edu/media/NewsBot.asp?MODE=VIEW&ID=10707&SnID=1423694692,19
5651127,cosmikdebris,Ten Questions Shaping 21st-Century Earth Science Identified,Science,General Sciences,"Aimed at reflecting the major scientific issues facing earth science at the start of the 21st century, the questions represent where the field stands, how it arrived at this point, and where it may be headed.",http://www8.nationalacademies.org/onpinews/newsitem.aspx?RecordID=12161,19
5651057,cosmikdebris,Icy Promethei Planum,Science,Space,"Promethei Planum, an area seasonally covered with layer of ice more than 3500 m thick layer of ice in the Martian south polar region.",http://esamultimedia.esa.int/images/marsexpress/375-050308-2169-6-co-01-PrometheiPlanum_H1.jpg,19
5650981,cosmikdebris,Jules Verne on track for long journey to ISS,Science,Space,"Following an overnight recovery operation, Jules Verne ATV's propulsion system has successfully been restored to full robustness. The spacecraft has since performed the first orbital manoeuvres necessary to set up phasing with the International Space Station.",http://www.esa.int/SPECIALS/ATV/SEMJE7M5NDF_0.html,19
5669099,mklopez,How to Lose your job as a TV Interviewer,Offbeat,Comedy,"This dutch host tries to have a serious conversation with someone who has had their testicles removed and inevitably, the giggles got a hold of him...",http://www.youtube.com/watch?v=4-Q7_P3X9dg,20
5668545,mklopez,The Power Rangers Meet The Teenage Mutant Ninja Turtles,Entertainment,Television,"What's that, you say? You didn't know that two of Saturday morning television's greatest teams had teamed up to save the universe?",http://io9.com/367256/most-awesome-teamup-in-the-world-if-you-are-12,20
5667840,mklopez,Stunning Medical Images,Lifestyle,Health,These are the winners of this year's Wellcome Image Awards,http://images.wellcome.ac.uk/indexplus/gallery/Image+Awards+2008.html?f=1&s=s%3dYAnvjSnh12K,20
5667747,mklopez,"Coolest Cubicle Contest, Part Three",Technology,Design,Today's submissions feature some over-the-top cubicles—like race tracks and bunkers—and some incredibly clever and subtle cubicle decor that anyone could pull off with a minimum of effort.,http://lifehacker.com/367173/coolest-cubicle-contest-part-three,20
5667415,mklopez,Star Trek: Analyzing The Red Shirt Phenomenon,Entertainment,Television,"What? You don't know about the Red Shirt Phenomenon? Well, as any die-hard Trekkie knows, if you are wearing a red shirt and beam to the planet with Captain Kirk, you're gonna die. That's the common thinking, but I decided to put this to the test...",http://www.clicktracks.com/insidetrack/articles/kirk_analytics.php?source=nws072007,20
5669238,suxmonkey,Who is Really Paying With Their Lives in Iraq?,World & Business,Political Opinion,"We may be footing the bill in terms of money, but not casualties.",http://www.prosebeforehos.com/wordpress/wp-content/uploads/2008/03/deathsinmiddleeast.gif#html,21
5668475,suxmonkey,78 Great Parent/Child Activities [Downloadable!],Lifestyle,Educational,"Ever run out of things to do with your kid, niece or nephew? Here's a list that is sure to keep you busy!",http://lifelearningtoday.com/2007/05/20/78-parent-child-activities-free-download/,21
5665863,suxmonkey,9 of the World's Craziest Fences [PICS],Offbeat,Odd Stuff,"""As a runner I get to see things in slow motion. I don’t pass by them at 65 miles an hour but at a nice slow pace. One of the things I’ve noticed as I run by some properties out in the country is that they will make anything into a fence. Anything."" ... including bombshells, skis and surfboards!",http://elitefeet.com/2008/03/12/a-space-divided-the-worlds-craziest-fences/,21
5662117,suxmonkey,20 Incredible 'Firsts' in the World of Photography [w/PICS],Lifestyle,Arts & Culture,"If we take a look at the state of photography today, such as the advances of digital camera, artful image manipulation by photoshop, and even the role of paparazzi in media - and the pervasiveness of photographic images in our lives, it is easy to forget that the first photograph ever was taken just 180 years ago.",http://www.neatorama.com/2006/08/29/the-wonderful-world-of-early-photography/,21
5658497,suxmonkey,The Cutest Little Online Game You'll Play This Week,Gaming,Playable Web Games,"Nifty web toy. Just drag, drop, watch the pretty patterns and entertain yourself :)",http://www.zefrank.com/byokal/kal2.html#html,21
